Time,Temperature,cop
28857600,22.51292956,2.8038625649076487
28944000,21.87225912,2.863542929065196
29030400,21.34971015,2.914124760170204
29116800,21.08177124,2.8360077308596368
29203200,21.07692578,2.690943620231784
29289600,20.74604881,2.8535922427522937
29376000,20.10430617,3.142450587543156
29462400,21.31020211,3.272895309408623
29548800,21.87806457,3.1874686278138658
29635200,20.95479375,2.87794343657804
29721600,20.46660279,2.837601852397408
29808000,20.10918474,2.8503465270652075
29894400,19.90920151,2.806143700703736
29980800,19.52579025,2.948904207813545
30067200,19.11058345,3.051361571145643
30153600,19.63026992,3.108423307412848
30240000,22.77174201,3.220827554381493
30326400,24.15733093,3.257653070556883
30412800,23.6055371,3.254435648203156
30499200,23.27972993,3.274128417718257
30585600,22.17781489,3.206362370444168
30672000,20.74407123,3.046146300632468
30758400,20.34095881,3.1213412549194595
30844800,20.03949645,3.086101661352158
30931200,19.61697788,3.042016329670152
31017600,19.18034051,2.881131006999812
31104000,18.95560224,2.8225637454225123
31190400,19.07755995,2.630054298837779
31276800,19.147612,2.5992491304516387
31363200,18.84644741,2.779139193070688
31449600,18.64494426,2.77355522044347
