dt,dt,T_feed,Q,heat_pump
191,2019-07-11,60.3125,396.466511875,0.0
192,2019-07-12,60.104166666666664,362.132147,0.0
193,2019-07-13,60.1,356.18024625,0.0
194,2019-07-14,60.28333333333333,383.265008625,0.0
195,2019-07-15,60.62916666666666,412.75278125,0.0
196,2019-07-16,60.979166666666664,411.08784375,0.0
197,2019-07-17,60.6875,367.623225375,0.0
198,2019-07-18,60.612500000000004,287.11555975,0.0
199,2019-07-19,60.0,246.446695,0.0
200,2019-07-20,60.0,208.9645405,0.0
201,2019-07-21,60.0,209.70689912499998,0.0
202,2019-07-22,60.083333333333336,206.662420125,0.0
203,2019-07-23,60.0,175.18919874999997,0.0
204,2019-07-24,60.0,155.653467625,0.0
205,2019-07-25,60.0,147.27365575000002,0.0
206,2019-07-26,60.0,146.719788875,0.0
207,2019-07-27,60.0,154.37471737500002,0.0
208,2019-07-28,60.0,173.57865337500002,0.0
209,2019-07-29,60.0,190.80938425,0.0
210,2019-07-30,60.0,188.83267025,0.0
211,2019-07-31,60.0,211.44443875000002,0.0
212,2019-08-01,60.145833333333336,230.672511125,0.0
213,2019-08-02,60.03333333333333,246.368439875,0.0
214,2019-08-03,60.00833333333333,265.58055775,0.0
215,2019-08-04,60.237500000000004,254.43813887500002,0.0
216,2019-08-05,60.0,225.563418875,0.0
217,2019-08-06,60.0,212.489013125,0.0
218,2019-08-07,60.0,227.59550249999998,0.0
219,2019-08-08,60.00833333333333,234.337991,0.0
220,2019-08-09,60.0875,216.96755937499998,0.0
221,2019-08-10,60.0,204.42013375,0.0
222,2019-08-11,60.0,215.23740087500002,0.0
223,2019-08-12,60.025,260.416598375,0.0
224,2019-08-13,60.5375,330.75656687500003,0.0
225,2019-08-14,61.25416666666666,365.38591712500005,0.0
226,2019-08-15,60.29583333333333,362.83184087499995,0.0
227,2019-08-16,60.17916666666667,329.670614375,0.0
228,2019-08-17,60.0,291.725066125,0.0
229,2019-08-18,60.0,264.413239625,0.0
230,2019-08-19,60.0,270.791179875,0.0
231,2019-08-20,60.395833333333336,308.644244625,0.0
232,2019-08-21,61.01666666666667,338.60310250000003,0.0
233,2019-08-22,61.112500000000004,311.146958,0.0
234,2019-08-23,60.67083333333333,269.230309125,0.0
235,2019-08-24,60.229166666666664,228.91873375,0.0
236,2019-08-25,60.0,196.97611275,0.0
237,2019-08-26,60.0,182.863605875,0.0
238,2019-08-27,60.0,176.237169,0.0
239,2019-08-28,60.0,173.151123125,0.0
240,2019-08-29,60.0,176.527743375,0.0
241,2019-08-30,60.0,189.62289075,0.0
242,2019-08-31,60.0,178.51168487500001,0.0
243,2019-09-01,60.0,209.916189,0.0
244,2019-09-02,61.01666666666667,293.698778625,0.0
245,2019-09-03,61.612500000000004,353.28946850000005,0.0
246,2019-09-04,60.68333333333334,338.77299925,0.0
247,2019-09-05,60.59583333333333,401.691848125,0.0
248,2019-09-06,62.34583333333333,472.205549125,0.0
249,2019-09-07,61.70416666666667,528.6958595,0.0
250,2019-09-08,62.20416666666667,587.286735375,0.0
251,2019-09-09,62.15,623.7796795,0.0
252,2019-09-10,62.645833333333336,609.486595125,0.0
253,2019-09-11,62.3375,544.963010125,0.0
254,2019-09-12,60.0,398.75946799999997,0.0
255,2019-09-13,60.04583333333333,353.57987825000004,0.0
256,2019-09-14,61.82916666666667,407.177185875,0.0
257,2019-09-15,61.8125,384.331903875,0.0
258,2019-09-16,60.9,433.96294375,0.0
259,2019-09-17,61.63333333333333,522.878154375,0.0
260,2019-09-18,63.7875,656.99028375,0.0
261,2019-09-19,64.62916666666666,791.8959952499999,0.0
262,2019-09-20,64.62083333333334,824.439023625,0.0
263,2019-09-21,63.03333333333333,658.38303475,0.0
264,2019-09-22,61.77916666666667,484.288931,0.0
265,2019-09-23,60.604166666666664,449.78162725,0.0
266,2019-09-24,61.15833333333333,443.936819875,0.0
267,2019-09-25,60.65416666666667,457.31602,0.0
268,2019-09-26,60.6875,444.73656224999996,0.0
269,2019-09-27,60.166666666666664,439.551398625,0.0
270,2019-09-28,60.78333333333333,459.21444275,0.0
271,2019-09-29,60.775,446.64582187499997,0.0
272,2019-09-30,60.68333333333334,476.24523500000004,0.0
273,2019-10-01,61.541666666666664,500.464342625,0.0
274,2019-10-02,63.92083333333333,673.9277975,0.0
275,2019-10-03,65.6875,865.6909935,0.0
276,2019-10-04,65.66250000000001,961.061036125,0.0
277,2019-10-05,65.325,1027.953059125,0.0
278,2019-10-06,67.14999999999999,1156.983437375,356.983437375
279,2019-10-07,66.68333333333332,1178.710660125,378.710660125
280,2019-10-08,63.35833333333333,957.5027465,0.0
281,2019-10-09,63.22083333333333,844.09751775,0.0
282,2019-10-10,64.06666666666666,824.3896922499999,0.0
283,2019-10-11,62.40833333333333,708.94301575,0.0
284,2019-10-12,60.916666666666664,552.257892,0.0
285,2019-10-13,60.24583333333334,401.91364374999995,0.0
286,2019-10-14,60.29583333333333,359.484757875,0.0
287,2019-10-15,60.895833333333336,397.44422812500005,0.0
288,2019-10-16,62.24166666666667,509.894613125,0.0
289,2019-10-17,61.458333333333336,540.196927125,0.0
290,2019-10-18,61.5875,570.0958688750001,0.0
291,2019-10-19,62.7875,634.210337125,0.0
292,2019-10-20,62.07916666666667,627.7125975,0.0
293,2019-10-21,61.59166666666667,598.835319375,0.0
294,2019-10-22,62.9,665.023832,0.0
295,2019-10-23,63.35833333333333,696.221611375,0.0
296,2019-10-24,62.02916666666667,640.1519195,0.0
297,2019-10-25,61.520833333333336,605.196072875,0.0
298,2019-10-26,61.76666666666667,558.21528275,0.0
299,2019-10-27,63.496,679.35352056,0.0
300,2019-10-28,68.11666666666666,1048.7347065000001,0.0
301,2019-10-29,69.17083333333333,1324.2343201249998,524.2343201249998
302,2019-10-30,71.05,1626.19646025,700.0
303,2019-10-31,71.99583333333334,1821.2721787500002,700.0
304,2019-11-01,70.075,1721.6973289999999,700.0
305,2019-11-02,62.770833333333336,1143.7684603750001,343.76846037500013
306,2019-11-03,63.64166666666667,930.1995274999999,0.0
307,2019-11-04,64.65416666666667,896.99792425,0.0
308,2019-11-05,66.27083333333333,1003.156977125,0.0
309,2019-11-06,67.39166666666667,1161.7810735,361.78107350000005
310,2019-11-07,67.76666666666667,1252.8724715,452.8724715000001
311,2019-11-08,69.16666666666667,1412.17910275,612.1791027500001
312,2019-11-09,69.85000000000001,1546.703401125,700.0
